district,municipaly,year,week,outlier_score
Reutte,Berwang,2020,14,0.05289553850889206
Landeck,Fließ,2020,1,0.05289553850889206
Landeck,Serfaus,2020,2,0.05289553850889206
Innsbruck-Land,Scharnitz,2020,3,0.05289553850889206
Innsbruck-Land,Axams,2020,4,0.05289553850889206
Innsbruck-Land,Oberhofen im Inntal,2020,5,0.05289553850889206
Innsbruck-Land,Gschnitz,2020,6,0.05289553850889206
Innsbruck-Land,Unterperfuss,2020,7,0.05289553850889206
Schwaz,Gallzein,2020,8,0.05289553850889206
Schwaz,Stumm,2020,9,0.05289553850889206
Kufstein,Brixlegg,2020,10,0.05289553850889206
Kufstein,Kramsach,2020,11,0.05289553850889206
Lienz,Nußdorf-Debant,2020,12,0.05289553850889206
Lienz,Dölsach,2020,13,0.05289553850889206
Kitzbühel,St. Ulrich am Pillersee,2020,16,0.05289553850889206
Kitzbühel,Reith bei Kitzbühel,2020,17,0.05289553850889206
Imst,Sölden,2020,1,0.05289553850889206
Reutte,Vils,2020,14,0.05289553850889206
Reutte,Berwang,2020,15,0.05289553850889206
Landeck,Fließ,2020,2,0.05289553850889206
Landeck,Serfaus,2020,3,0.05289553850889206
Innsbruck-Land,Scharnitz,2020,4,0.05289553850889206
Innsbruck-Land,Axams,2020,5,0.94005286693573
Innsbruck-Land,Oberhofen im Inntal,2020,6,0.05289553850889206
Innsbruck-Land,Gschnitz,2020,7,0.05289553850889206
Innsbruck-Land,Unterperfuss,2020,8,0.05289553850889206
Schwaz,Gallzein,2020,9,0.05289553850889206
Schwaz,Stumm,2020,10,0.05289553850889206
Kufstein,Brixlegg,2020,11,0.05289553850889206
Kufstein,Kramsach,2020,12,0.05289553850889206
Lienz,Nußdorf-Debant,2020,13,0.05289553850889206
Lienz,Dölsach,2020,14,0.05289553850889206
Kitzbühel,St. Ulrich am Pillersee,2020,17,0.05289553850889206
Kitzbühel,Itter,2020,1,0.05289553850889206
Imst,Sölden,2020,2,0.05289553850889206
Reutte,Vils,2020,15,0.7735317349433899
Reutte,Berwang,2020,16,0.05289553850889206
Landeck,Fließ,2020,3,0.05289553850889206
Landeck,Serfaus,2020,4,0.05289553850889206
Innsbruck-Land,Scharnitz,2020,5,0.05289553850889206
Innsbruck-Land,Axams,2020,6,0.05289553850889206
Innsbruck-Land,Oberhofen im Inntal,2020,7,0.05289553850889206
Innsbruck-Land,Gschnitz,2020,8,0.05289553850889206
Innsbruck-Land,Unterperfuss,2020,9,0.05289553850889206
Schwaz,Gallzein,2020,10,0.05289553850889206
Schwaz,Stumm,2020,11,0.05289553850889206
Kufstein,Brixlegg,2020,12,0.05289553850889206
Kufstein,Kramsach,2020,13,0.05289553850889206
Lienz,Nußdorf-Debant,2020,14,0.05289553850889206
Lienz,Dölsach,2020,15,0.05289553850889206
Kitzbühel,Kirchdorf in Tirol,2020,5,0.05289553850889206
Kitzbühel,Itter,2020,6,0.05289553850889206
Imst,Sölden,2020,7,0.05289553850889206
Reutte,Ehrwald,2020,3,0.05289553850889206
Reutte,Biberwier,2020,4,0.05289553850889206
Landeck,Fließ,2020,8,0.05289553850889206
Landeck,Serfaus,2020,9,0.05289553850889206
Innsbruck-Land,Scharnitz,2020,10,0.05289553850889206
Innsbruck-Land,Axams,2020,11,0.05289553850889206
Innsbruck-Land,Oberhofen im Inntal,2020,12,0.05289553850889206
Innsbruck-Land,Gschnitz,2020,13,0.05289553850889206
Innsbruck-Land,Unterperfuss,2020,14,0.05289553850889206
Schwaz,Gallzein,2020,15,0.05289553850889206
Schwaz,Stumm,2020,16,0.05289553850889206
Kufstein,Brixlegg,2020,17,0.05289553850889206
Kufstein,Thiersee,2020,1,0.05289553850889206
Lienz,Strassen,2020,2,0.05289553850889206
Lienz,St. Johann im Walde,2020,3,0.05289553850889206
Kitzbühel,Kirchdorf in Tirol,2020,2,0.05289553850889206
Kitzbühel,Itter,2020,3,0.05289553850889206
Imst,Sölden,2020,4,0.05289553850889206
Reutte,Vils,2020,17,0.05289553850889206
Reutte,Biberwier,2020,1,0.05289553850889206
Landeck,Fließ,2020,5,0.05289553850889206
Landeck,Serfaus,2020,6,0.05289553850889206
Innsbruck-Land,Scharnitz,2020,7,0.05289553850889206
Innsbruck-Land,Axams,2020,8,0.05289553850889206
Innsbruck-Land,Oberhofen im Inntal,2020,9,0.05289553850889206
Innsbruck-Land,Gschnitz,2020,10,0.05289553850889206
Innsbruck-Land,Unterperfuss,2020,11,0.05289553850889206
Schwaz,Gallzein,2020,12,0.05289553850889206
Schwaz,Stumm,2020,13,0.05289553850889206
Kufstein,Brixlegg,2020,14,0.05289553850889206
Kufstein,Kramsach,2020,15,0.05289553850889206
Lienz,Nußdorf-Debant,2020,16,0.05289553850889206
Lienz,Dölsach,2020,17,0.05289553850889206
Kitzbühel,Kirchdorf in Tirol,2020,3,0.05289553850889206
Kitzbühel,Itter,2020,4,0.05289553850889206
Imst,Sölden,2020,5,0.05289553850889206
Reutte,Ehrwald,2020,1,0.05289553850889206
Reutte,Biberwier,2020,2,0.05289553850889206
Landeck,Fließ,2020,6,0.05289553850889206
Landeck,Serfaus,2020,7,0.05289553850889206
Innsbruck-Land,Scharnitz,2020,8,0.05289553850889206
Innsbruck-Land,Axams,2020,9,0.05289553850889206
Innsbruck-Land,Oberhofen im Inntal,2020,10,0.05289553850889206
Innsbruck-Land,Gschnitz,2020,11,0.05289553850889206
Innsbruck-Land,Unterperfuss,2020,12,0.05289553850889206
Schwaz,Gallzein,2020,13,0.05289553850889206
Schwaz,Stumm,2020,14,0.05289553850889206
Kufstein,Brixlegg,2020,15,0.9971914887428284
Kufstein,Kramsach,2020,16,0.05289553850889206
Lienz,Nußdorf-Debant,2020,17,0.05289553850889206
Lienz,St. Johann im Walde,2020,1,0.05289553850889206
Kitzbühel,Kirchdorf in Tirol,2020,4,0.05289553850889206
Kitzbühel,Itter,2020,5,0.05289553850889206
Imst,Sölden,2020,6,0.05289553850889206
Reutte,Ehrwald,2020,2,0.05289553850889206
Reutte,Biberwier,2020,3,0.05289553850889206
Landeck,Fließ,2020,7,0.05289553850889206
Landeck,Serfaus,2020,8,0.05289553850889206
Innsbruck-Land,Scharnitz,2020,9,0.05289553850889206
Innsbruck-Land,Axams,2020,10,0.05289553850889206
Innsbruck-Land,Oberhofen im Inntal,2020,11,0.05289553850889206
Innsbruck-Land,Gschnitz,2020,12,0.05289553850889206
Innsbruck-Land,Unterperfuss,2020,13,0.05289553850889206
Schwaz,Gallzein,2020,14,0.05289553850889206
Schwaz,Stumm,2020,15,0.05289553850889206
Kufstein,Brixlegg,2020,16,0.05289553850889206
Kufstein,Kramsach,2020,17,0.05289553850889206
Lienz,Strassen,2020,1,0.05289553850889206
Lienz,St. Johann im Walde,2020,2,0.05289553850889206
Kitzbühel,Kirchdorf in Tirol,2020,9,0.05289553850889206
Kitzbühel,Itter,2020,10,0.05289553850889206
Imst,Sölden,2020,11,0.05289553850889206
Reutte,Ehrwald,2020,7,0.05289553850889206
Reutte,Biberwier,2020,8,0.05289553850889206
Landeck,Fließ,2020,12,0.05289553850889206
Landeck,Serfaus,2020,13,0.05289553850889206
Innsbruck-Land,Scharnitz,2020,14,0.05289553850889206
Innsbruck-Land,Axams,2020,15,0.05289553850889206
Innsbruck-Land,Oberhofen im Inntal,2020,16,0.05289553850889206
Innsbruck-Land,Gschnitz,2020,17,0.05289553850889206
Schwaz,Schwaz,2020,1,0.05289553850889206
Schwaz,Achenkirch,2020,2,0.05289553850889206
Schwaz,Gerlos,2020,3,0.05289553850889206
Kufstein,Schwoich,2020,4,0.05289553850889206
Kufstein,Thiersee,2020,5,0.05289553850889206
Lienz,Strassen,2020,6,0.05289553850889206
Lienz,St. Johann im Walde,2020,7,0.05289553850889206
Kitzbühel,Kirchdorf in Tirol,2020,6,0.05289553850889206
Kitzbühel,Itter,2020,7,0.05289553850889206
Imst,Sölden,2020,8,0.05289553850889206
Reutte,Ehrwald,2020,4,0.05289553850889206
Reutte,Biberwier,2020,5,0.05289553850889206
Landeck,Fließ,2020,9,0.05289553850889206
Landeck,Serfaus,2020,10,0.05289553850889206
Innsbruck-Land,Scharnitz,2020,11,0.05289553850889206
Innsbruck-Land,Axams,2020,12,0.05289553850889206
Innsbruck-Land,Oberhofen im Inntal,2020,13,0.05289553850889206
Innsbruck-Land,Gschnitz,2020,14,0.05289553850889206
Innsbruck-Land,Unterperfuss,2020,15,0.05289553850889206
Schwaz,Gallzein,2020,16,0.05289553850889206
Schwaz,Stumm,2020,17,0.05289553850889206
Kufstein,Schwoich,2020,1,0.05289553850889206
Kufstein,Thiersee,2020,2,0.05289553850889206
Lienz,Strassen,2020,3,0.05289553850889206
Lienz,St. Johann im Walde,2020,4,0.05289553850889206
Kitzbühel,Kirchdorf in Tirol,2020,7,0.05289553850889206
Kitzbühel,Itter,2020,8,0.05289553850889206
Imst,Sölden,2020,9,0.7735317349433899
Reutte,Ehrwald,2020,5,0.05289553850889206
Reutte,Biberwier,2020,6,0.05289553850889206
Landeck,Fließ,2020,10,0.05289553850889206
Landeck,Serfaus,2020,11,0.05289553850889206
Innsbruck-Land,Scharnitz,2020,12,0.05289553850889206
Innsbruck-Land,Axams,2020,13,0.05289553850889206
Innsbruck-Land,Oberhofen im Inntal,2020,14,0.05289553850889206
Innsbruck-Land,Gschnitz,2020,15,0.05289553850889206
Innsbruck-Land,Unterperfuss,2020,16,0.05289553850889206
Schwaz,Gallzein,2020,17,0.05289553850889206
Schwaz,Gerlos,2020,1,0.05289553850889206
Kufstein,Schwoich,2020,2,0.05289553850889206
Kufstein,Thiersee,2020,3,0.05289553850889206
Lienz,Strassen,2020,4,0.05289553850889206
Lienz,St. Johann im Walde,2020,5,0.05289553850889206
Kitzbühel,Kirchdorf in Tirol,2020,8,0.05289553850889206
Kitzbühel,Itter,2020,9,0.05289553850889206
Imst,Sölden,2020,10,0.05289553850889206
Reutte,Ehrwald,2020,6,0.05289553850889206
Reutte,Biberwier,2020,7,0.05289553850889206
Landeck,Fließ,2020,11,0.05289553850889206
Landeck,Serfaus,2020,12,0.05289553850889206
Innsbruck-Land,Scharnitz,2020,13,0.05289553850889206
Innsbruck-Land,Axams,2020,14,0.05289553850889206
Innsbruck-Land,Oberhofen im Inntal,2020,15,0.05289553850889206
Innsbruck-Land,Gschnitz,2020,16,0.05289553850889206
Innsbruck-Land,Unterperfuss,2020,17,0.05289553850889206
Schwaz,Achenkirch,2020,1,0.05289553850889206
Schwaz,Gerlos,2020,2,0.05289553850889206
Kufstein,Schwoich,2020,3,0.05289553850889206
Kufstein,Thiersee,2020,4,0.05289553850889206
Lienz,Strassen,2020,5,0.05289553850889206
Lienz,St. Johann im Walde,2020,6,0.05289553850889206
Kitzbühel,Kirchdorf in Tirol,2020,13,0.05289553850889206
Kitzbühel,Itter,2020,14,0.05289553850889206
Imst,Sölden,2020,15,0.05289553850889206
Reutte,Ehrwald,2020,11,0.05289553850889206
Reutte,Biberwier,2020,12,0.05289553850889206
Landeck,Fließ,2020,16,0.05289553850889206
Landeck,Serfaus,2020,17,0.05289553850889206
Innsbruck-Land,Zirl,2020,1,0.05289553850889206
Innsbruck-Land,Steinach am Brenner,2020,2,0.05289553850889206
Innsbruck-Land,Natters,2020,3,0.05289553850889206
Innsbruck-Land,Kolsass,2020,4,0.05289553850889206
Schwaz,Schwaz,2020,5,0.05289553850889206
Schwaz,Achenkirch,2020,6,0.05289553850889206
Schwaz,Gerlos,2020,7,0.05289553850889206
Kufstein,Schwoich,2020,8,0.05289553850889206
Kufstein,Thiersee,2020,9,0.05289553850889206
Lienz,Strassen,2020,10,0.05289553850889206
Lienz,St. Johann im Walde,2020,11,0.05289553850889206
Kitzbühel,Kirchdorf in Tirol,2020,10,0.05289553850889206
Kitzbühel,Itter,2020,11,0.05289553850889206
Imst,Sölden,2020,12,0.05289553850889206
Reutte,Ehrwald,2020,8,0.05289553850889206
Reutte,Biberwier,2020,9,0.05289553850889206
Landeck,Fließ,2020,13,0.05289553850889206
Landeck,Serfaus,2020,14,0.05289553850889206
Innsbruck-Land,Scharnitz,2020,15,0.05289553850889206
Innsbruck-Land,Axams,2020,16,0.05289553850889206
Innsbruck-Land,Oberhofen im Inntal,2020,17,0.05289553850889206
Innsbruck-Land,Kolsass,2020,1,0.05289553850889206
Schwaz,Schwaz,2020,2,0.05289553850889206
Schwaz,Achenkirch,2020,3,0.05289553850889206
Schwaz,Gerlos,2020,4,0.05289553850889206
Kufstein,Schwoich,2020,5,0.05289553850889206
Kufstein,Thiersee,2020,6,0.05289553850889206
Lienz,Strassen,2020,7,0.05289553850889206
Lienz,St. Johann im Walde,2020,8,0.05289553850889206
Kitzbühel,Kirchdorf in Tirol,2020,11,0.05289553850889206
Kitzbühel,Itter,2020,12,0.05289553850889206
Imst,Sölden,2020,13,0.05289553850889206
Reutte,Ehrwald,2020,9,0.05289553850889206
Reutte,Biberwier,2020,10,0.05289553850889206
Landeck,Fließ,2020,14,0.05289553850889206
Landeck,Serfaus,2020,15,0.05289553850889206
Innsbruck-Land,Scharnitz,2020,16,0.05289553850889206
Innsbruck-Land,Axams,2020,17,0.05289553850889206
Innsbruck-Land,Natters,2020,1,0.05289553850889206
Innsbruck-Land,Kolsass,2020,2,0.05289553850889206
Schwaz,Schwaz,2020,3,0.05289553850889206
Schwaz,Achenkirch,2020,4,0.05289553850889206
Schwaz,Gerlos,2020,5,0.05289553850889206
Kufstein,Schwoich,2020,6,0.05289553850889206
Kufstein,Thiersee,2020,7,0.05289553850889206
Lienz,Strassen,2020,8,0.05289553850889206
Lienz,St. Johann im Walde,2020,9,0.05289553850889206
Kitzbühel,Kirchdorf in Tirol,2020,12,0.05289553850889206
Kitzbühel,Itter,2020,13,0.05289553850889206
Imst,Sölden,2020,14,0.05289553850889206
Reutte,Ehrwald,2020,10,0.05289553850889206
Reutte,Biberwier,2020,11,0.05289553850889206
Landeck,Fließ,2020,15,0.05289553850889206
Landeck,Serfaus,2020,16,0.05289553850889206
Innsbruck-Land,Scharnitz,2020,17,0.05289553850889206
Innsbruck-Land,Steinach am Brenner,2020,1,0.05289553850889206
Innsbruck-Land,Natters,2020,2,0.05289553850889206
Innsbruck-Land,Kolsass,2020,3,0.05289553850889206
Schwaz,Schwaz,2020,4,0.05289553850889206
Schwaz,Achenkirch,2020,5,0.05289553850889206
Schwaz,Gerlos,2020,6,0.05289553850889206
Kufstein,Schwoich,2020,7,0.05289553850889206
Kufstein,Thiersee,2020,8,0.05289553850889206
Lienz,Strassen,2020,9,0.05289553850889206
Lienz,St. Johann im Walde,2020,10,0.05289553850889206
Kitzbühel,Kirchdorf in Tirol,2020,17,0.05289553850889206
Kitzbühel,Schwendt,2020,1,0.05289553850889206
Imst,Rietz,2020,2,0.05289553850889206
Reutte,Ehrwald,2020,15,0.05289553850889206
Reutte,Biberwier,2020,16,0.05289553850889206
Landeck,Prutz,2020,3,0.05289553850889206
Landeck,Fendels,2020,4,0.05289553850889206
Innsbruck-Land,Zirl,2020,5,0.05289553850889206
Innsbruck-Land,Steinach am Brenner,2020,6,0.05289553850889206
Innsbruck-Land,Natters,2020,7,0.05289553850889206
Innsbruck-Land,Kolsass,2020,8,0.05289553850889206
Schwaz,Schwaz,2020,9,0.05289553850889206
Schwaz,Achenkirch,2020,10,0.05289553850889206
Schwaz,Gerlos,2020,11,0.05289553850889206
Kufstein,Schwoich,2020,12,0.05289553850889206
Kufstein,Thiersee,2020,13,0.05289553850889206
Lienz,Strassen,2020,14,0.05289553850889206
Lienz,St. Johann im Walde,2020,15,0.05289553850889206
Kitzbühel,Kirchdorf in Tirol,2020,14,0.05289553850889206
Kitzbühel,Itter,2020,15,0.05289553850889206
Imst,Sölden,2020,16,0.05289553850889206
Reutte,Ehrwald,2020,12,0.05289553850889206
Reutte,Biberwier,2020,13,0.05289553850889206
Landeck,Fließ,2020,17,0.05289553850889206
Landeck,Fendels,2020,1,0.05289553850889206
Innsbruck-Land,Zirl,2020,2,0.05289553850889206
Innsbruck-Land,Steinach am Brenner,2020,3,0.05289553850889206
Innsbruck-Land,Natters,2020,4,0.05289553850889206
Innsbruck-Land,Kolsass,2020,5,0.05289553850889206
Schwaz,Schwaz,2020,6,0.05289553850889206
Schwaz,Achenkirch,2020,7,0.05289553850889206
Schwaz,Gerlos,2020,8,0.05289553850889206
Kufstein,Schwoich,2020,9,0.05289553850889206
Kufstein,Thiersee,2020,10,0.05289553850889206
Lienz,Strassen,2020,11,0.05289553850889206
Lienz,St. Johann im Walde,2020,12,0.05289553850889206
Kitzbühel,Kirchdorf in Tirol,2020,15,0.05289553850889206
Kitzbühel,Itter,2020,16,0.05289553850889206
Imst,Sölden,2020,17,0.05289553850889206
Reutte,Ehrwald,2020,13,0.05289553850889206
Reutte,Biberwier,2020,14,0.05289553850889206
Landeck,Prutz,2020,1,0.05289553850889206
Landeck,Fendels,2020,2,0.05289553850889206
Innsbruck-Land,Zirl,2020,3,0.05289553850889206
Innsbruck-Land,Steinach am Brenner,2020,4,0.05289553850889206
Innsbruck-Land,Natters,2020,5,0.05289553850889206
Innsbruck-Land,Kolsass,2020,6,0.05289553850889206
Schwaz,Schwaz,2020,7,0.05289553850889206
Schwaz,Achenkirch,2020,8,0.05289553850889206
Schwaz,Gerlos,2020,9,0.05289553850889206
Kufstein,Schwoich,2020,10,0.05289553850889206
Kufstein,Thiersee,2020,11,0.05289553850889206
Lienz,Strassen,2020,12,0.05289553850889206
Lienz,St. Johann im Walde,2020,13,0.05289553850889206
Kitzbühel,Kirchdorf in Tirol,2020,16,0.05289553850889206
Kitzbühel,Itter,2020,17,0.05289553850889206
Imst,Rietz,2020,1,0.05289553850889206
Reutte,Ehrwald,2020,14,0.05289553850889206
Reutte,Biberwier,2020,15,0.05289553850889206
Landeck,Prutz,2020,2,0.05289553850889206
Landeck,Fendels,2020,3,0.05289553850889206
Innsbruck-Land,Zirl,2020,4,0.05289553850889206
Innsbruck-Land,Steinach am Brenner,2020,5,0.05289553850889206
Innsbruck-Land,Natters,2020,6,0.05289553850889206
Innsbruck-Land,Kolsass,2020,7,0.05289553850889206
Schwaz,Schwaz,2020,8,0.05289553850889206
Schwaz,Achenkirch,2020,9,0.05289553850889206
Schwaz,Gerlos,2020,10,0.05289553850889206
Kufstein,Schwoich,2020,11,0.05289553850889206
Kufstein,Thiersee,2020,12,0.05289553850889206
Lienz,Strassen,2020,13,0.05289553850889206
Lienz,St. Johann im Walde,2020,14,0.05289553850889206
Kitzbühel,Jochberg,2020,16,0.05289553850889206
Imst,Längenfeld,2020,17,0.05289553850889206
Imst,Karres,2020,1,0.05289553850889206
Reutte,Steeg,2020,13,0.05289553850889206
Reutte,Elbigenalp,2020,14,0.05289553850889206
Reutte,Namlos,2020,15,0.05289553850889206
Landeck,Kauns,2020,2,0.05289553850889206
Landeck,Kaunerberg,2020,3,0.05289553850889206
Innsbruck-Land,Pettnau,2020,4,0.05289553850889206
Innsbruck-Land,Flaurling,2020,5,0.05289553850889206
Innsbruck-Land,Grinzens,2020,6,0.05289553850889206
Innsbruck-Land,Polling in Tirol,2020,7,0.05289553850889206
Schwaz,Hainzenberg,2020,8,0.05289553850889206
Schwaz,Buch in Tirol,2020,9,0.05289553850889206
Kufstein,Erl,2020,10,0.05289553850889206
Kufstein,Wörgl,2020,11,0.9979584217071533
Lienz,Oberlienz,2020,12,0.05289553850889206
Lienz,Nikolsdorf,2020,13,0.05289553850889206
Lienz,Schlaiten,2020,14,0.05289553850889206
Kitzbühel,Jochberg,2020,13,0.05289553850889206
Imst,Längenfeld,2020,14,0.05289553850889206
Imst,Nassereith,2020,15,0.05289553850889206
Reutte,Steeg,2020,10,0.05289553850889206
Reutte,Elbigenalp,2020,11,0.05289553850889206
Reutte,Namlos,2020,12,0.05289553850889206
Landeck,Fiss,2020,16,0.05289553850889206
Landeck,Spiss,2020,17,0.05289553850889206
Innsbruck-Land,Pettnau,2020,1,0.05289553850889206
Innsbruck-Land,Flaurling,2020,2,0.05289553850889206
Innsbruck-Land,Grinzens,2020,3,0.05289553850889206
Innsbruck-Land,Polling in Tirol,2020,4,0.05289553850889206
Schwaz,Hainzenberg,2020,5,0.05289553850889206
Schwaz,Buch in Tirol,2020,6,0.05289553850889206
Kufstein,Erl,2020,7,0.9971389174461365
Kufstein,Wörgl,2020,8,0.05289553850889206
Lienz,Oberlienz,2020,9,0.05289553850889206
Lienz,Nikolsdorf,2020,10,0.05289553850889206
Lienz,Schlaiten,2020,11,0.05289553850889206
Kitzbühel,Jochberg,2020,14,0.05289553850889206
Imst,Längenfeld,2020,15,0.05289553850889206
Imst,Nassereith,2020,16,0.05289553850889206
Reutte,Steeg,2020,11,0.05289553850889206
Reutte,Elbigenalp,2020,12,0.05289553850889206
Reutte,Namlos,2020,13,0.05289553850889206
Landeck,Fiss,2020,17,0.05289553850889206
Landeck,Kaunerberg,2020,1,0.05289553850889206
Innsbruck-Land,Pettnau,2020,2,0.05289553850889206
Innsbruck-Land,Flaurling,2020,3,0.05289553850889206
Innsbruck-Land,Grinzens,2020,4,0.05289553850889206
Innsbruck-Land,Polling in Tirol,2020,5,0.05289553850889206
Schwaz,Hainzenberg,2020,6,0.05289553850889206
Schwaz,Buch in Tirol,2020,7,0.05289553850889206
Kufstein,Erl,2020,8,0.05289553850889206
Kufstein,Wörgl,2020,9,0.05289553850889206
Lienz,Oberlienz,2020,10,0.05289553850889206
Lienz,Nikolsdorf,2020,11,0.05289553850889206
Lienz,Schlaiten,2020,12,0.05289553850889206
Kitzbühel,Jochberg,2020,15,0.05289553850889206
Imst,Längenfeld,2020,16,0.05289553850889206
Imst,Nassereith,2020,17,0.05289553850889206
Reutte,Steeg,2020,12,0.05289553850889206
Reutte,Elbigenalp,2020,13,0.05289553850889206
Reutte,Namlos,2020,14,0.05289553850889206
Landeck,Kauns,2020,1,0.05289553850889206
Landeck,Kaunerberg,2020,2,0.05289553850889206
Innsbruck-Land,Pettnau,2020,3,0.05289553850889206
Innsbruck-Land,Flaurling,2020,4,0.05289553850889206
Innsbruck-Land,Grinzens,2020,5,0.05289553850889206
Innsbruck-Land,Polling in Tirol,2020,6,0.05289553850889206
Schwaz,Hainzenberg,2020,7,0.05289553850889206
Schwaz,Buch in Tirol,2020,8,0.05289553850889206
Kufstein,Erl,2020,9,0.05289553850889206
Kufstein,Wörgl,2020,10,0.05289553850889206
Lienz,Oberlienz,2020,11,0.05289553850889206
Lienz,Nikolsdorf,2020,12,0.05289553850889206
Lienz,Schlaiten,2020,13,0.05289553850889206
Kitzbühel,Kössen,2020,4,0.05289553850889206
Kitzbühel,Schwendt,2020,5,0.05289553850889206
Imst,Rietz,2020,6,0.05289553850889206
Reutte,Lechaschau,2020,2,0.05289553850889206
Reutte,Lermoos,2020,3,0.05289553850889206
Landeck,Prutz,2020,7,0.05289553850889206
Landeck,Fendels,2020,8,0.05289553850889206
Innsbruck-Land,Zirl,2020,9,0.05289553850889206
Innsbruck-Land,Steinach am Brenner,2020,10,0.7735317349433899
Innsbruck-Land,Natters,2020,11,0.05289553850889206
Innsbruck-Land,Kolsass,2020,12,0.05289553850889206
Schwaz,Schwaz,2020,13,0.05289553850889206
Schwaz,Achenkirch,2020,14,0.05289553850889206
Schwaz,Gerlos,2020,15,0.05289553850889206
Kufstein,Schwoich,2020,16,0.05289553850889206
Kufstein,Thiersee,2020,17,0.05289553850889206
Lienz,Assling,2020,1,0.05289553850889206
Lienz,Hopfgarten in Defereggen,2020,2,0.05289553850889206
Kitzbühel,Kössen,2020,1,0.05289553850889206
Kitzbühel,Schwendt,2020,2,0.05289553850889206
Imst,Rietz,2020,3,0.05289553850889206
Reutte,Ehrwald,2020,16,0.05289553850889206
Reutte,Biberwier,2020,17,0.05289553850889206
Landeck,Prutz,2020,4,0.05289553850889206
Landeck,Fendels,2020,5,0.05289553850889206
Innsbruck-Land,Zirl,2020,6,0.05289553850889206
Innsbruck-Land,Steinach am Brenner,2020,7,0.05289553850889206
Innsbruck-Land,Natters,2020,8,0.05289553850889206
Innsbruck-Land,Kolsass,2020,9,0.05289553850889206
Schwaz,Schwaz,2020,10,0.05289553850889206
Schwaz,Achenkirch,2020,11,0.05289553850889206
Schwaz,Gerlos,2020,12,0.05289553850889206
Kufstein,Schwoich,2020,13,0.05289553850889206
Kufstein,Thiersee,2020,14,0.05289553850889206
Lienz,Strassen,2020,15,0.05289553850889206
Lienz,St. Johann im Walde,2020,16,0.05289553850889206
Kitzbühel,Kössen,2020,2,0.05289553850889206
Kitzbühel,Schwendt,2020,3,0.05289553850889206
Imst,Rietz,2020,4,0.05289553850889206
Reutte,Ehrwald,2020,17,0.05289553850889206
Reutte,Lermoos,2020,1,0.05289553850889206
Landeck,Prutz,2020,5,0.05289553850889206
Landeck,Fendels,2020,6,0.05289553850889206
Innsbruck-Land,Zirl,2020,7,0.05289553850889206
Innsbruck-Land,Steinach am Brenner,2020,8,0.05289553850889206
Innsbruck-Land,Natters,2020,9,0.05289553850889206
Innsbruck-Land,Kolsass,2020,10,0.05289553850889206
Schwaz,Schwaz,2020,11,0.05289553850889206
Schwaz,Achenkirch,2020,12,0.05289553850889206
Schwaz,Gerlos,2020,13,0.05289553850889206
Kufstein,Schwoich,2020,14,0.05289553850889206
Kufstein,Thiersee,2020,15,0.05289553850889206
Lienz,Strassen,2020,16,0.05289553850889206
Lienz,St. Johann im Walde,2020,17,0.05289553850889206
Kitzbühel,Kössen,2020,3,0.05289553850889206
Kitzbühel,Schwendt,2020,4,0.05289553850889206
Imst,Rietz,2020,5,0.05289553850889206
Reutte,Lechaschau,2020,1,0.995023250579834
Reutte,Lermoos,2020,2,0.05289553850889206
Landeck,Prutz,2020,6,0.05289553850889206
Landeck,Fendels,2020,7,0.05289553850889206
Innsbruck-Land,Zirl,2020,8,0.7735317349433899
Innsbruck-Land,Steinach am Brenner,2020,9,0.05289553850889206
Innsbruck-Land,Natters,2020,10,0.05289553850889206
Innsbruck-Land,Kolsass,2020,11,0.05289553850889206
Schwaz,Schwaz,2020,12,0.05289553850889206
Schwaz,Achenkirch,2020,13,0.05289553850889206
Schwaz,Gerlos,2020,14,0.05289553850889206
Kufstein,Schwoich,2020,15,0.05289553850889206
Kufstein,Thiersee,2020,16,0.05289553850889206
Lienz,Strassen,2020,17,0.05289553850889206
Lienz,Hopfgarten in Defereggen,2020,1,0.05289553850889206
Kitzbühel,Kössen,2020,8,0.94005286693573
Kitzbühel,Schwendt,2020,9,0.05289553850889206
Imst,Rietz,2020,10,0.05289553850889206
Reutte,Lechaschau,2020,6,0.05289553850889206
Reutte,Lermoos,2020,7,0.05289553850889206
Landeck,Prutz,2020,11,0.05289553850889206
Landeck,Fendels,2020,12,0.05289553850889206
Innsbruck-Land,Zirl,2020,13,0.05289553850889206
Innsbruck-Land,Steinach am Brenner,2020,14,0.05289553850889206
Innsbruck-Land,Natters,2020,15,0.05289553850889206
Innsbruck-Land,Kolsass,2020,16,0.05289553850889206
Schwaz,Schwaz,2020,17,0.05289553850889206
Schwaz,Weer,2020,1,0.05289553850889206
Schwaz,Stummerberg,2020,2,0.05289553850889206
Kufstein,Breitenbach am Inn,2020,3,0.05289553850889206
Kufstein,Wildschönau,2020,4,0.05289553850889206
Lienz,Assling,2020,5,0.05289553850889206
Lienz,Hopfgarten in Defereggen,2020,6,0.05289553850889206
Kitzbühel,Kössen,2020,5,0.05289553850889206
Kitzbühel,Schwendt,2020,6,0.05289553850889206
Imst,Rietz,2020,7,0.05289553850889206
Reutte,Lechaschau,2020,3,0.05289553850889206
Reutte,Lermoos,2020,4,0.05289553850889206
Landeck,Prutz,2020,8,0.05289553850889206
Landeck,Fendels,2020,9,0.05289553850889206
Innsbruck-Land,Zirl,2020,10,0.05289553850889206
